song_id,valence,arousal
2,0.2625,0.25
8,0.275,0.475
10,0.375,0.4625
17,0.425,0.625
18,0.475,0.3625
20,0.55,0.6875
22,0.375,0.475
24,0.5375,0.3625
25,0.8625,0.4625
31,0.4625,0.35
32,0.4,0.2875
35,0.475,0.6875
37,0.7,0.5375
39,0.7875,0.55
42,0.6375,0.5125
43,0.7125,0.3125
46,0.5375,0.375
51,0.325,0.275
53,0.4125,0.5125
55,0.6,0.55
56,0.675,0.6
59,0.5375,0.3875
62,0.65,0.3625
65,0.675,0.6
67,0.775,0.725
69,0.275,0.3625
71,0.6125,0.3375
76,0.4125,0.275
77,0.4,0.2375
79,0.5625,0.5625
81,0.6375,0.3625
82,0.2375,0.3125
83,0.6375,0.6
91,0.4375,0.5625
93,0.775,0.625
99,0.4125,0.3875
101,0.3,0.225
102,0.6875,0.55
108,0.4375,0.4
110,0.425,0.225
111,0.5375,0.5375
117,0.3625,0.5
119,0.4125,0.275
122,0.5625,0.45
128,0.325,0.375
129,0.4,0.625
130,0.2875,0.4
134,0.55,0.625
136,0.725,0.65
137,0.4125,0.6
138,0.35,0.175
140,0.4,0.4375
144,0.3,0.4625
146,0.175,0.3125
149,0.3,0.2625
152,0.425,0.575
157,0.375,0.65
158,0.1375,0.325
159,0.35,0.2625
164,0.3875,0.2375
168,0.2875,0.3
169,0.175,0.225
171,0.1375,0.325
173,0.45,0.15
174,0.375,0.35
180,0.475,0.6125
181,0.3375,0.1875
185,0.4875,0.45
186,0.3375,0.375
189,0.6875,0.7625
191,0.5125,0.6625
193,0.3875,0.25
194,0.2125,0.4625
199,0.5375,0.5875
201,0.3375,0.475
202,0.45,0.525
203,0.3125,0.475
207,0.475,0.475
208,0.475,0.6875
209,0.2625,0.45
211,0.2625,0.4875
215,0.275,0.2
217,0.3125,0.475
220,0.3875,0.3
222,0.35,0.4125
224,0.5625,0.5875
225,0.3375,0.4
228,0.3125,0.375
229,0.475,0.475
232,0.1875,0.2125
233,0.4625,0.4375
234,0.3125,0.3625
235,0.25,0.3375
239,0.1625,0.2875
240,0.675,0.7
242,0.3125,0.4625
246,0.4875,0.275
248,0.3,0.3375
253,0.7,0.1875
262,0.575,0.7375
266,0.325,0.475
272,0.6125,0.675
273,0.55,0.775
275,0.5375,0.5625
278,0.5625,0.5125
279,0.325,0.4625
280,0.4,0.2875
288,0.3125,0.525
289,0.5875,0.7125
292,0.7875,0.8
293,0.6625,0.4
294,0.5625,0.6875
298,0.375,0.55
299,0.225,0.4125
301,0.275,0.3375
302,0.7,0.75
305,0.675,0.725
306,0.5875,0.7125
307,0.6375,0.725
308,0.4125,0.7
311,0.6,0.7375
316,0.225,0.3125
317,0.6375,0.4125
319,0.4375,0.7
321,0.7875,0.625
322,0.6375,0.825
324,0.2875,0.4625
326,0.55,0.775
328,0.525,0.4
329,0.2875,0.4
330,0.6125,0.2625
332,0.5625,0.7375
333,0.7125,0.6375
338,0.25,0.35
340,0.35,0.45
341,0.35,0.425
343,0.75,0.8875
346,0.7125,0.7875
356,0.45,0.575
357,0.475,0.6875
358,0.575,0.4
364,0.5625,0.6875
368,0.475,0.6375
371,0.525,0.7
372,0.325,0.475
374,0.75,0.4875
378,0.5625,0.6125
379,0.1125,0.2375
381,0.625,0.7125
383,0.4,0.325
384,0.325,0.3875
392,0.3,0.475
395,0.7125,0.65
399,0.7125,0.75
403,0.5125,0.525
406,0.5375,0.4125
419,0.2875,0.375
420,0.4375,0.55
425,0.7625,0.725
427,0.525,0.6
429,0.2875,0.4125
435,0.4375,0.6125
436,0.4125,0.525
441,0.45,0.5125
442,0.3875,0.4375
449,0.325,0.35
451,0.4875,0.425
453,0.45,0.575
456,0.6375,0.1625
460,0.35,0.35
461,0.475,0.425
462,0.6,0.45
463,0.5,0.5875
466,0.7,0.6125
468,0.325,0.3
469,0.5125,0.5375
472,0.6875,0.525
479,0.4375,0.5875
481,0.3,0.4625
482,0.1125,0.3125
487,0.4375,0.5375
488,0.075,0.3
489,0.45,0.525
499,0.325,0.325
500,0.625,0.525
501,0.1875,0.425
502,0.475,0.45
503,0.6,0.675
513,0.2625,0.4
515,0.35,0.3
520,0.375,0.5625
521,0.35,0.45
522,0.3125,0.2125
523,0.5125,0.6125
529,0.4625,0.6
530,0.2875,0.3125
535,0.6375,0.6875
536,0.5125,0.4375
540,0.3875,0.425
550,0.4,0.6125
555,0.525,0.475
556,0.575,0.6375
561,0.7375,0.75
565,0.2625,0.25
568,0.55,0.2625
579,0.2625,0.275
584,0.1875,0.175
586,0.525,0.6125
600,0.3125,0.375
605,0.425,0.625
607,0.425,0.6375
608,0.2375,0.35
613,0.525,0.725
620,0.6,0.425
622,0.4375,0.5
628,0.4875,0.725
635,0.7,0.825
637,0.15,0.325
639,0.6375,0.6625
643,0.3125,0.4
645,0.45,0.5875
647,0.25,0.6
648,0.5125,0.725
649,0.65,0.7125
653,0.5375,0.6875
658,0.425,0.5875
662,0.6125,0.5125
666,0.5375,0.5
667,0.4,0.4875
672,0.425,0.6625
673,0.7,0.7125
675,0.5125,0.6
677,0.6875,0.5375
681,0.4875,0.7
682,0.475,0.625
687,0.7875,0.8
689,0.35,0.45
690,0.175,0.425
693,0.65,0.5375
697,0.475,0.6
699,0.3375,0.4375
702,0.8125,0.2875
703,0.5125,0.625
706,0.5625,0.625
709,0.6,0.5
711,0.2375,0.2625
714,0.425,0.475
718,0.6125,0.6875
719,0.7625,0.775
726,0.75,0.325
727,0.4125,0.4375
728,0.7375,0.8125
729,0.675,0.3125
732,0.575,0.6625
734,0.5875,0.6625
735,0.4125,0.4875
739,0.65,0.7375
742,0.6375,0.6875
744,0.6375,0.5625
747,0.325,0.4875
758,0.475,0.6125
759,0.7125,0.6125
764,0.6625,0.8125
767,0.525,0.6875
769,0.65,0.5
777,0.65,0.5125
780,0.6,0.65
784,0.4625,0.5875
790,0.775,0.55
791,0.2125,0.45
794,0.1875,0.4
796,0.525,0.5125
797,0.4875,0.55
798,0.6875,0.6125
799,0.3875,0.575
805,0.15,0.3125
806,0.675,0.7
807,0.475,0.6875
811,0.3875,0.4875
815,0.5625,0.6125
820,0.675,0.675
824,0.775,0.75
825,0.3875,0.5875
836,0.7625,0.5875
839,0.5875,0.425
848,0.15,0.2125
852,0.4375,0.4625
854,0.2375,0.35
863,0.675,0.75
865,0.225,0.45
869,0.2,0.3875
871,0.675,0.625
872,0.3,0.5625
876,0.6625,0.7125
880,0.4875,0.35
886,0.6125,0.55
893,0.7875,0.2875
897,0.4875,0.4125
898,0.675,0.5625
904,0.5875,0.4
908,0.5625,0.4875
915,0.5,0.525
921,0.6125,0.6375
928,0.5,0.375
931,0.6625,0.6875
932,0.4375,0.4875
939,0.65,0.2125
944,0.7625,0.6875
945,0.1625,0.225
957,0.225,0.4625
958,0.5625,0.5125
962,0.8,0.3
967,0.225,0.425
978,0.8375,0.6375
985,0.3625,0.6375
986,0.6,0.4375
989,0.6625,0.675
990,0.625,0.6375
991,0.2625,0.3125
995,0.4625,0.175
996,0.625,0.7125
997,0.675,0.7125
999,0.3875,0.6125
1000,0.725,0.575
1002,0.4375,0.275
1003,0.5375,0.2875
1007,0.525,0.55
1008,0.625,0.55
1009,0.3125,0.3375
1011,0.4375,0.25
1013,0.275,0.3125
1014,0.4875,0.4375
1017,0.3875,0.35
1019,0.4125,0.225
1022,0.2875,0.2875
1023,0.2375,0.1625
1025,0.5125,0.6375
1027,0.45,0.35
1028,0.4375,0.475
1029,0.3625,0.4375
1037,0.5,0.425
1039,0.6625,0.45
1041,0.575,0.55
1043,0.4875,0.5
1044,0.7625,0.6375
1045,0.425,0.2625
1046,0.575,0.5
1047,0.5375,0.425
1048,0.5,0.7125
1050,0.625,0.6
1051,0.525,0.5375
1052,0.5625,0.7
1054,0.3375,0.6625
1055,0.3375,0.6625
1058,0.375,0.6
1064,0.525,0.7625
1067,0.375,0.3
1070,0.525,0.6
1073,0.525,0.35
1074,0.725,0.675
1076,0.625,0.5
1079,0.7375,0.575
1085,0.6375,0.525
1094,0.675,0.6625
1095,0.65,0.65
1096,0.35,0.325
1097,0.5625,0.55
1101,0.3375,0.175
1105,0.35,0.3375
1111,0.275,0.2375
1112,0.2625,0.1625
1114,0.3,0.2875
1115,0.425,0.3625
1118,0.375,0.1125
1119,0.3,0.1375
1122,0.725,0.55
1123,0.2625,0.2625
1124,0.55,0.5125
1125,0.4875,0.25
1126,0.3625,0.275
1128,0.3375,0.2125
1129,0.3125,0.175
1130,0.35,0.2625
1131,0.4375,0.3
1135,0.2625,0.2125
1137,0.4125,0.4
1144,0.3375,0.45
1146,0.2,0.3
1156,0.75,0.575
1158,0.65,0.65
1162,0.325,0.35
1163,0.65,0.5375
1165,0.3125,0.225
1166,0.45,0.2875
1169,0.3625,0.225
1170,0.2625,0.1375
1171,0.325,0.1125
1173,0.4125,0.375
1176,0.4875,0.2125
1177,0.525,0.2875
1179,0.3,0.3875
1181,0.3375,0.425
1190,0.3125,0.15
1191,0.425,0.2
1194,0.3,0.1875
1196,0.35,0.2125
1197,0.3625,0.225
1204,0.7,0.5625
1208,0.65,0.45
1209,0.425,0.2125
1213,0.2625,0.225
1215,0.65,0.575
1216,0.5625,0.5375
1218,0.3625,0.3875
1223,0.45,0.575
1225,0.3,0.45
1226,0.3625,0.35
1229,0.525,0.4125
1230,0.5375,0.3375
1231,0.5625,0.6875
1232,0.7375,0.6625
1234,0.45,0.25
1238,0.5625,0.5125
1239,0.6625,0.7125
1241,0.3875,0.3375
1242,0.4625,0.4125
1243,0.6,0.5875
1244,0.45,0.3375
1245,0.675,0.5375
1251,0.7375,0.6625
1253,0.3875,0.25
1254,0.4625,0.65
1255,0.3,0.125
1261,0.35,0.2625
1265,0.6,0.5625
1267,0.4375,0.3375
1268,0.5375,0.3375
1269,0.3125,0.425
1270,0.45,0.5375
1274,0.625,0.55
1275,0.3125,0.225
1277,0.2375,0.15
1278,0.5125,0.3875
1283,0.2875,0.525
1294,0.6125,0.5625
1298,0.7375,0.575
1299,0.4375,0.4625
1300,0.625,0.4375
1305,0.4625,0.65
1308,0.6,0.5375
1311,0.3875,0.3125
1314,0.3875,0.3875
1315,0.75,0.675
1319,0.6875,0.575
1324,0.6375,0.7125
1327,0.5625,0.225
1328,0.425,0.2125
1329,0.5375,0.4
1330,0.5875,0.775
1333,0.4375,0.5875
1334,0.35,0.85
1340,0.675,0.5875
1341,0.3125,0.275
1344,0.6625,0.5625
1345,0.4375,0.2375
1346,0.6875,0.575
1347,0.45,0.375
1348,0.6,0.6625
1349,0.525,0.525
1351,0.6625,0.6125
1352,0.7125,0.675
1353,0.5375,0.675
1354,0.45,0.125
1355,0.6625,0.35
1356,0.525,0.525
1363,0.5125,0.325
1365,0.6875,0.675
1366,0.55,0.6625
1367,0.7625,0.775
1369,0.725,0.7
1371,0.5875,0.55
1373,0.7,0.5875
1375,0.575,0.575
1377,0.3375,0.2625
1379,0.6,0.5875
1382,0.475,0.4625
1383,0.575,0.25
1386,0.6125,0.5
1387,0.6375,0.4375
1390,0.6375,0.6625
1394,0.625,0.3875
1396,0.6375,0.625
1397,0.4125,0.2875
1401,0.6,0.5375
1402,0.575,0.1875
1403,0.575,0.5125
1404,0.35,0.2125
1405,0.3375,0.15
1406,0.3625,0.3375
1407,0.325,0.35
1408,0.4,0.5
1412,0.45,0.275
1413,0.4125,0.3875
1415,0.5875,0.4625
1417,0.45,0.175
1419,0.3375,0.1875
1422,0.3875,0.225
1424,0.4375,0.3125
1426,0.7,0.675
1428,0.4625,0.3125
1432,0.3375,0.2
1433,0.375,0.325
1435,0.325,0.5375
1438,0.325,0.2375
1440,0.5125,0.4875
1443,0.6,0.2375
1446,0.6,0.275
1448,0.425,0.425
1449,0.45,0.3875
1452,0.4,0.3625
1458,0.4,0.4625
1460,0.475,0.3625
1461,0.5375,0.4
1462,0.475,0.3625
1464,0.475,0.425
1465,0.525,0.3375
1467,0.375,0.4
1468,0.3375,0.125
1469,0.2625,0.275
1481,0.3625,0.3375
1483,0.3625,0.35
1486,0.3375,0.2375
1488,0.4875,0.3625
1493,0.375,0.6375
1495,0.425,0.3625
1499,0.475,0.4375
1500,0.35,0.275
1501,0.5,0.4875
1503,0.6125,0.3875
1504,0.625,0.6125
1505,0.4,0.4875
1506,0.5,0.475
1507,0.5625,0.5875
1511,0.5625,0.575
1514,0.45,0.55
1518,0.6375,0.6625
1519,0.5,0.575
1522,0.525,0.5875
1523,0.7375,0.475
1524,0.575,0.425
1526,0.6125,0.6125
1527,0.4375,0.4625
1532,0.6,0.575
1534,0.5875,0.5875
1535,0.55,0.5375
1536,0.475,0.3
1537,0.6125,0.3
1541,0.525,0.45
1542,0.5625,0.5625
1546,0.5375,0.425
1547,0.375,0.6
1549,0.4875,0.525
1550,0.475,0.3375
1558,0.3,0.6125
1559,0.6,0.525
1560,0.525,0.525
1561,0.5,0.625
1563,0.5125,0.5875
1567,0.375,0.5
1568,0.55,0.625
1570,0.525,0.45
1572,0.5625,0.5
1577,0.525,0.4625
1578,0.6125,0.475
1581,0.6875,0.6375
1582,0.6125,0.55
1585,0.5,0.3625
1590,0.4,0.65
1594,0.575,0.55
1597,0.5625,0.5
1599,0.325,0.3875
1603,0.55,0.3625
1606,0.575,0.4875
1609,0.675,0.6875
1613,0.65,0.7
1615,0.5875,0.45
1616,0.475,0.5625
1617,0.6375,0.6125
1619,0.525,0.5375
1621,0.6375,0.625
1623,0.575,0.5375
1626,0.6375,0.625
1628,0.4625,0.475
1631,0.5875,0.475
1633,0.6875,0.6625
1634,0.5625,0.6375
1642,0.5125,0.4875
1645,0.6,0.5875
1646,0.4375,0.3375
1649,0.6375,0.625
1655,0.6375,0.6375
1656,0.4625,0.375
1658,0.65,0.6125
1659,0.45,0.45
1665,0.575,0.5875
1670,0.6125,0.55
1671,0.4,0.2875
1673,0.6375,0.6125
1674,0.5,0.5375
1675,0.5625,0.5875
1676,0.575,0.4875
1679,0.55,0.575
1680,0.725,0.6375
1681,0.5,0.3125
1683,0.625,0.475
1684,0.5125,0.5
1685,0.55,0.4375
1688,0.525,0.4625
1690,0.55,0.45
1693,0.425,0.35
1695,0.5875,0.575
1696,0.35,0.2875
1697,0.2875,0.225
1698,0.4375,0.4375
1700,0.575,0.5
1703,0.5375,0.7125
1704,0.5375,0.675
1710,0.325,0.2375
1712,0.425,0.2375
1717,0.625,0.475
1718,0.4625,0.3125
1721,0.4,0.2375
1722,0.5,0.2625
1723,0.4125,0.3
1725,0.525,0.425
1727,0.4875,0.4625
1728,0.2625,0.4625
1729,0.5125,0.55
1730,0.5375,0.3625
1733,0.35,0.2875
1734,0.5125,0.525
1736,0.4625,0.2625
1737,0.325,0.325
1738,0.225,0.475
1740,0.5375,0.4125
1742,0.725,0.5125
1743,0.725,0.6875
1744,0.4875,0.4125
1747,0.4125,0.2375
1748,0.55,0.3875
1749,0.7125,0.45
1751,0.3875,0.4125
1757,0.5,0.2625
1758,0.55,0.25
1761,0.8625,0.7625
1762,0.6375,0.55
1770,0.4375,0.2375
1773,0.55,0.3875
1776,0.475,0.35
1777,0.5375,0.425
1780,0.475,0.3125
1781,0.4,0.2125
1785,0.575,0.525
1787,0.3625,0.3
1790,0.35,0.2875
1792,0.6375,0.5125
1793,0.5125,0.4
1795,0.3625,0.25
1798,0.5875,0.375
1800,0.3,0.2
1802,0.5875,0.7
1804,0.5875,0.6125
1806,0.6875,0.65
1808,0.55,0.5375
1810,0.3875,0.375
1814,0.625,0.6
1816,0.5,0.4375
1819,0.3875,0.3875
1821,0.65,0.7
1822,0.4625,0.3125
1823,0.2125,0.575
1824,0.65,0.5875
1825,0.475,0.4375
1826,0.5125,0.3375
1827,0.575,0.7125
1828,0.6,0.7
1836,0.575,0.45
1837,0.4,0.2375
1840,0.475,0.55
1841,0.45,0.2625
1842,0.6,0.6625
1846,0.6,0.6
1850,0.3375,0.2125
1851,0.45,0.2875
1856,0.6375,0.7125
1857,0.5375,0.5
1858,0.525,0.575
1860,0.3375,0.3125
1862,0.5125,0.4875
1866,0.475,0.4375
1867,0.4,0.375
1870,0.55,0.575
1873,0.4625,0.3
1874,0.5,0.6625
1878,0.7125,0.6625
1879,0.55,0.675
1880,0.55,0.275
1885,0.3625,0.3625
1887,0.625,0.6
1888,0.3,0.275
1889,0.575,0.5625
1894,0.475,0.475
1898,0.5125,0.4
1899,0.5,0.3875
1900,0.6875,0.7125
1902,0.425,0.7875
1904,0.3875,0.3
1905,0.3375,0.6875
1907,0.4875,0.6875
1910,0.35,0.2875
1911,0.4125,0.55
1912,0.55,0.5625
1913,0.625,0.6875
1914,0.5375,0.6625
1916,0.55,0.6625
1918,0.3,0.45
1919,0.4375,0.55
1922,0.575,0.6
1923,0.675,0.65
1924,0.5375,0.5875
1926,0.525,0.6375
1932,0.475,0.625
1933,0.525,0.75
1934,0.6,0.35
1935,0.4625,0.425
1936,0.2375,0.25
1939,0.425,0.275
1940,0.5125,0.575
1941,0.525,0.425
1947,0.5,0.8
1949,0.15,0.5125
1950,0.35,0.3
1951,0.45,0.375
1953,0.5125,0.425
1954,0.7125,0.5875
1958,0.475,0.5125
1961,0.6125,0.5375
1963,0.3625,0.5625
1965,0.2875,0.3125
1967,0.4625,0.7375
1969,0.3375,0.5875
1970,0.6125,0.7625
1972,0.625,0.6125
1973,0.4125,0.4125
1975,0.4625,0.575
1977,0.4625,0.525
1980,0.5625,0.55
1983,0.2375,0.3
1988,0.5625,0.6
1994,0.35,0.3125
1997,0.5375,0.3625
2000,0.6,0.625
5001,0,0
5009,1,1
